Question,Answer,Score
??? ?? ?????????,?? ???,0.431630373
??? ?? ?????????,?? ???,0.431630373
??? ?? ?????????,?????,0.426968396
??? ?? ?????????,?????,0.426968396
??? ?? ?????????,?????,0.426968396
??? ?? ?????????,?????,0.417758882
??? ?? ?????????,?????,0.417758882
??? ?? ?????????,?????,0.417758882
??? ?? ?????????,,0.222822845
??? ?? ?????????,,0.20960699
??? ?? ?????????,,0.189122647
??? ?? ?????????,,0.140834719
??? ?? ?????????,,0.127895325
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ????? ??????? ??????? ????????,0.915310681
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ??? ?????,0.900264382
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ????? ??? ??????? ???????,0.89362061
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ????? ???????? ??????????,0.869789362
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ??? ????? ????????? ??????,0.86362803
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ?????? ???????? ???? ????? ?? ???????? ?????? ?? ?????,0.863158941
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ????????? ??? ???? ??? ???? ?? ?????????,0.862077951
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ??? ?????,0.860602856
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ?????? ???????? ???? ????? ?? ???????? ?????? ?? ?????,0.858337283
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ????????? ??? ???? ??? ???? ?? ?????????,0.855882347
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ???? ?? ???????? ???????,0.855730534
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ???? ?? ??????? ??????????,0.855305433
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ???? ?? ????? ????????,0.854712367
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ??? ??? ????? ?????????? ????????? ???????,0.852926731
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ????? ??????? ??????? ????????,0.85260129
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ?? ???????? ???????? ?? ????????,0.848539829
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ?????? ????? ?? ???? ????? ??????????,0.845231533
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ?????? ????? ?? ???? ????? ??????????,0.838884115
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ????? ??? ??????? ???????,0.838264406
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?? ???????? ??? ???? ??? ??? ?? ?????????,0.836529791
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ?? ???????? ???? ???? ???????? ??????? ???????,0.835198462
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ??? ????? ????????? ??????,0.833037555
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ?? ???????? ???????? ?? ????????,0.83105427
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ???? ???????,0.828751564
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?? ???????? ??? ???? ??? ??? ?? ?????????,0.82809788
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ???? ?? ??????? ??????????,0.826213896
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ??? ?????? ?????? ?????? ????????,0.826095283
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ????? ??? ????? ???????? ?? ??? ???? ???? ??? ????? ??? ??????? ??????,0.825944066
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ?????????,0.825824499
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ????? ???????? ??????????,0.824756861
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ??????? ??????,0.824218988
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ?????? ????? ????,0.823970795
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?????????? ?? ???????? ???? ?????? ????????,0.823123932
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ???? ????? ????? ????? ?? ????? ????????,0.820780158
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ?????? ????? ????,0.81628263
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ?????? ????????? ???? ????? ?? ???????? ??????,0.815852225
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ????? ??? ??????? ?? ???? ???????,0.811195612
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?? ???????? ?? ?????????,0.810352445
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ????? ??? ??????? ?? ???????? ??????? ??????? ????????,0.809560597
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ????? ???????? ??????????,0.808719873
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ????????? ??? ???? ??? ???? ?? ?????????,0.807455778
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ??? ??? ????? ?????????? ????????? ???????,0.8061831
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ??????? ?? ??????? ????????,0.805824101
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ??????? ?? ??????? ????????,0.804884315
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.803395867
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.803395867
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.803395867
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.803395867
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.803395867
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ???? ?? ????? ????????,0.801627874
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ????? ?????? ?????? ?????????? ???? ????????? ?????????? ????????? ???? ???? ?????,0.801163912
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ??????? ???? ???? ???????,0.799169064
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????????? ???? ???? ?? ?????? ?????? ??????,0.798542082
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ???? ?? ???????? ???????,0.798283756
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ????? ??? ??????? ?? ???? ???????,0.798231721
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ?????? ????????? ???? ????? ?? ???????? ??????,0.798153341
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ???????? ????? ????? ???????? ????? ??? ???? ????? ???? ??? ???????,0.798116565
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ??????? ???? ???? ???????,0.797907829
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ?????? ?? ????? ???? ??????,0.796176374
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ?????????,0.794517159
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?????????? ?? ???????? ???? ?????? ????????,0.794353366
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ??????? ????????? ??????? ??????,0.793425322
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ???? ???? ??????? ??????,0.793256521
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.789569378
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.789569378
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.789569378
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.789569378
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????????,0.789569378
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ????? ???? ???????? ??? ???? ???? ??????,0.787829578
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ?? ???????? ???? ???? ???????? ??????? ???????,0.787717879
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ?? ???????? ???? ???? ????????? ????????,0.787605762
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ??????? ????? ?????? ??? ???? ????? ???? ??? ?????? ????????,0.787577868
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?? ???????? ??? ???? ??? ??? ?? ?????????,0.785364747
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ???? ????? ????? ????? ??????? ???? ??????,0.784158111
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ???? ???????,0.784112453
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ????? ??? ??????? ?? ???????? ??????? ??????? ????????,0.782001257
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???? ?? ????? ????? ?????? ?????,0.779420733
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ???? ????? ????? ????? ??????? ???? ??????,0.779346824
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?????????? ?? ???????? ???? ?????? ????????,0.777706981
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ?? ???????? ???? ???? ????????? ????????,0.776289403
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ??? ?????,0.776254058
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?? ???????? ??? ???? ??? ??? ?? ?????????,0.775863886
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ???? ????? ????? ????? ?? ????? ????????,0.774170697
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ???? ????? ????? ????? ?? ????? ????????,0.773668408
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ?????? ???????,0.77174449
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ?????? ????????? ???? ????? ?? ???????? ??????,0.771713495
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ????? ?????? ??????,0.770104051
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???? ?? ??? ????? ???????,0.769930005
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?? ???????? ??? ???? ??? ??? ?? ?????????,0.768977821
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?? ??????? ????????? ????? ???? ????? ??? ???????? ????????,0.764975905
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ?????? ???????? ???? ????? ?? ???????? ?????? ?? ?????,0.764500797
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ???? ????? ????? ????? ??????? ???? ??????,0.763645768
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ????? ?????? ??????,0.763205051
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ?? ???????? ???? ???? ???????? ??????? ???????,0.76202333
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ??????? ????????? ??????? ??????,0.761762261
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???? ?? ??? ????? ???????,0.760796905
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ????? ?????? ??????,0.758205056
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ???? ????? ??????? ??????? ????????,0.757889271
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ????? ??????? ????????? ????? ???? ?? ????? ????????,0.756912231
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ?? ???????? ?? ?????????,0.755793333
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???? ?? ????? ????? ?????? ?????,0.755149245
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ????? ??? ??????? ?? ???? ???????,0.753722489
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ????? ?????? ?????? ?????????? ???? ????????? ?????????? ????????? ???? ???? ?????,0.751458049
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ????? ??? ??????? ???????,0.751321912
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ????? ??? ??????? ?? ???????? ??????? ??????? ????????,0.749519348
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ????????? ?? ????????,0.749229729
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ????????? ?? ????????,0.749229729
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ???????? ????? ????? ???????? ????? ??? ???? ????? ???? ??? ???????,0.748658657
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???? ?? ???? ???????? ???????? ???? ????????,0.747775435
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ??? ??? ????? ?????????? ????????? ???????,0.745798469
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ???? ????? ????? ????? ??????? ???? ??????,0.745273113
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ?? ???????? ???????? ?? ????????,0.744150996
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ???? ????? ????? ????? ??????? ???? ??????,0.743411303
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???????? ?? ?????????,0.74261719
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???????? ?? ?????????,0.74261719
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ??? ???? ?????? ?????? ???? ?????,0.74228245
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????? ?? ???? ???? ??????,0.742047668
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????? ??????????? ?? ???????? ???? ???? ????,0.740420341
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????????? ???? ???? ?? ?????? ?????? ??????,0.739818633
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ????? ??????? ????????? ????? ???? ?? ????? ????????,0.73971796
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???? ?? ??? ????? ???????,0.739217997
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???? ?? ????? ????? ?????? ?????,0.737815142
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ??? ?????,0.737683654
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????,0.736990988
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ??? ???? ?????? ?????? ???? ?????,0.736316562
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ????????? ?? ????????,0.732514858
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ????????? ?? ????????,0.732514858
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ?????? ???????,0.731809139
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ???? ???????? ????? ????????,0.731442809
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ??? ???? ?????? ?????? ???? ?????,0.730802715
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ??? ???? ?????????? ???? ????? ?? ???????? ??????,0.728811026
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ??????? ????? ?????? ??? ???? ????? ???? ??? ?????? ????????,0.727934778
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????? ???????? ???? ?????? ??????? ???? ???? ????? ???????? ???? ????? ?? ???????,0.727365911
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????? ???????? ?? ???????? ???? ???? ??? ?? ?????????,0.72728771
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ?????? ?? ????? ???? ??????,0.726841986
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ?? ???????? ???????? ?? ????????,0.726396203
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????? ?? ???????? ???? ?????? ?? ?????????,0.726180673
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ?????? ??????? ????? ???? ????? ??? ????,0.725841463
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ?????? ?? ????? ???? ??????,0.725616455
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ??????? ????? ?????? ??? ???? ????? ???? ??? ?????? ????????,0.724979877
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?? ???? ???????? ????? ????????,0.724743426
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????? ??????????? ?? ???????? ???? ???? ????,0.724096775
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ??? ?????? ?????? ?????? ????????,0.722598553
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????????? ?? ???????? ???? ???? ????????? ????????,0.721911192
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ????????,0.721667409
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ??? ?????,0.720998943
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????,0.72005415
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ???? ?? ???? ???????? ???????? ???? ????????,0.71954453
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????????? ???? ???? ?? ?????? ?????? ??????,0.719055891
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ??? ???? ?? ???? ??????? ???????,0.718824148
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????? ??? ???? ???? ?????,0.718803346
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ???? ?????? ???? ?????,0.718514621
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ??? ?????? ???????,0.717867851
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????? ???????? ?? ???????? ???? ???? ??? ?? ?????????,0.717541695
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ????? ??? ????? ???????? ?? ??? ???? ???? ??? ????? ??? ??????? ??????,0.717228293
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ???? ?????? ???? ?????,0.716624379
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???????? ???? ?????? ???????? ???????,0.716451168
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,????? ?????? ?? ????? ???? ??????,0.715676904
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??????? ?? ???????? ???? ?????? ?? ?????????,0.715671659
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,???? ??? ?????? ?????? ?????? ????????,0.715461135
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,??? ??? ???? ?? ??? ????? ????????? ??????,0.715422451
??? ?? ????? ???????? ???? ??? ???? ???? ??? ??????? ?? ???????,?????? ????? ???? ???????? ??? ???? ???? ??????,0.715262771
